Timestamp,Temperature,Humidity
2024-03-21 21:30:08,25.5,38.6
2024-03-21 21:30:18,25.5,38.7
2024-03-21 21:30:30,25.5,38.8
2024-03-21 21:30:40,25.6,38.7
2024-03-21 21:30:50,25.7,38.7
2024-03-21 21:31:03,25.7,38.5
2024-03-21 21:31:13,25.7,38.7
2024-03-21 21:31:24,25.7,38.5
2024-03-21 21:31:34,25.7,38.3
2024-03-21 21:31:44,25.7,38.1
2024-03-21 21:31:54,25.8,38.2
2024-03-21 21:32:04,25.8,38.3
2024-03-21 21:32:14,25.8,38.3
2024-03-21 21:32:24,25.8,37.9
2024-03-21 21:32:34,25.8,37.6
2024-03-21 21:32:44,25.8,38.3
2024-03-21 21:32:54,25.8,38.1
2024-03-21 21:33:04,25.7,37.9
2024-03-21 21:33:15,25.7,37.6
2024-03-21 21:33:25,25.7,37.5
2024-03-21 21:33:35,25.7,37.5
2024-03-21 21:33:45,25.6,37.7
2024-03-21 21:33:55,25.6,37.7
2024-03-21 21:34:05,25.5,37.6
2024-03-21 21:34:15,25.4,37.6
2024-03-21 21:34:25,25.3,38.0
2024-03-21 21:34:35,25.2,39.3
2024-03-21 21:34:45,25.2,40.9
2024-03-21 21:34:55,25.1,41.6
2024-03-21 21:35:05,25.0,42.7
2024-03-21 21:35:16,25.0,43.0
2024-03-21 21:35:26,24.9,42.0
2024-03-21 21:35:36,24.9,42.0
2024-03-21 21:35:46,24.9,41.2
2024-03-21 21:35:58,24.8,40.6
2024-03-21 21:36:09,24.8,40.0
2024-03-21 21:36:19,24.7,40.2
2024-03-21 21:36:29,24.6,41.3
2024-03-21 21:36:39,24.6,41.9
2024-03-21 21:36:49,24.6,42.5
2024-03-21 21:36:59,24.6,43.0
2024-03-21 21:37:09,24.6,43.5
2024-03-21 21:37:19,24.7,43.6
2024-03-21 21:37:29,24.7,43.3
2024-03-21 21:37:39,24.7,43.3
2024-03-21 21:37:49,24.6,41.9
2024-03-21 21:37:59,24.6,41.0
2024-03-21 21:38:10,24.5,40.6
2024-03-21 21:38:20,24.5,40.6
2024-03-21 21:38:30,24.5,42.6
2024-03-21 21:38:40,24.5,44.7
2024-03-21 21:38:50,24.5,45.3
2024-03-21 21:39:00,24.5,45.4
2024-03-21 21:39:10,24.5,43.6
2024-03-21 21:39:20,24.5,42.3
2024-03-21 21:39:30,24.5,41.8
2024-03-21 21:39:40,24.5,41.3
2024-03-21 21:39:50,24.5,41.9
2024-03-21 21:40:01,24.5,43.0
2024-03-21 21:40:11,24.5,43.2
2024-03-21 21:40:21,24.5,42.4
2024-03-21 21:40:31,24.5,41.8
2024-03-21 21:40:41,24.4,41.5
2024-03-21 21:40:51,24.4,41.3
2024-03-21 21:41:01,24.4,41.6
2024-03-21 21:41:11,24.5,41.6
2024-03-21 21:41:21,24.5,42.3
2024-03-21 21:41:31,24.6,42.9
2024-03-21 21:41:42,24.6,43.4
2024-03-21 21:41:52,24.6,43.8
2024-03-21 21:42:02,24.7,43.7
2024-03-21 21:42:12,24.7,43.9
2024-03-21 21:42:22,24.7,43.2
2024-03-21 21:42:32,24.7,43.7
2024-03-21 21:42:42,24.7,44.2
2024-03-21 21:42:52,24.7,43.9
2024-03-21 21:43:02,24.7,43.4
2024-03-21 21:43:12,24.7,42.6
2024-03-21 21:43:22,24.8,42.1
2024-03-21 21:43:33,24.8,41.6
2024-03-21 21:43:43,24.8,42.1
2024-03-21 21:43:53,24.9,43.3
2024-03-21 21:44:03,25.0,44.0
2024-03-21 21:44:13,25.2,44.2
2024-03-21 21:44:23,25.3,44.1
2024-03-21 21:44:33,25.4,44.6
2024-03-21 21:44:43,25.5,44.6
2024-03-21 21:44:53,25.7,44.8
2024-03-21 21:45:03,25.8,44.5
2024-03-21 21:45:13,25.9,45.0
2024-03-21 21:45:24,26.0,44.8
2024-03-21 21:45:34,26.1,44.0
2024-03-21 21:45:44,26.2,43.9
2024-03-21 21:45:54,26.3,44.1
2024-03-21 21:46:04,26.3,43.4
2024-03-21 21:46:14,26.4,43.4
2024-03-21 21:46:24,26.4,43.2
2024-03-21 21:46:34,26.5,43.2
2024-03-21 21:46:44,26.6,43.1
2024-03-21 21:46:54,26.6,41.7
2024-03-21 21:47:04,26.6,41.2
2024-03-21 21:47:14,26.7,40.3
2024-03-21 21:47:25,26.7,40.9
2024-03-21 21:47:35,26.8,42.3
2024-03-21 21:47:45,26.8,43.9
2024-03-21 21:47:55,26.8,42.7
2024-03-21 21:48:05,26.9,42.9
2024-03-21 21:48:15,26.9,43.0
2024-03-21 21:48:25,27.0,43.0
2024-03-21 21:48:35,27.0,42.7
2024-03-21 21:48:45,27.0,42.9
2024-03-21 21:48:56,27.0,43.0
2024-03-21 21:49:06,27.0,42.3
2024-03-21 21:49:16,27.0,41.0
2024-03-21 21:49:26,27.0,40.5
2024-03-21 21:49:36,27.0,41.3
2024-03-21 21:49:49,27.1,41.5
2024-03-21 21:49:59,27.1,40.5
2024-03-21 21:50:10,27.1,40.5
2024-03-21 21:50:20,27.1,39.5
2024-03-21 21:50:30,27.1,39.4
2024-03-21 21:50:40,27.2,39.7
2024-03-21 21:50:50,27.2,41.0
2024-03-21 21:51:00,27.2,41.0
2024-03-21 21:51:10,27.2,40.7
2024-03-21 21:51:20,27.2,39.5
2024-03-21 21:51:30,27.2,38.6
2024-03-21 21:51:40,27.2,38.7
2024-03-21 22:48:48,26.7,40.1
2024-03-21 22:49:08,27.0,40.5
2024-03-21 22:49:28,26.8,39.9
2024-03-21 22:49:48,26.8,40.0
2024-03-21 22:50:08,26.8,40.5
2024-03-21 22:50:28,26.8,39.6
2024-03-21 22:50:48,26.8,39.4
2024-03-21 22:51:08,26.8,41.4
2024-03-21 22:51:28,26.8,40.8
2024-03-21 22:51:48,26.9,46.7
2024-03-21 22:52:08,27.3,55.2
2024-03-21 22:52:28,27.7,49.9
2024-03-21 22:52:48,27.8,44.8
2024-03-25 21:04:47,27.6,40.0
2024-03-25 21:05:07,27.6,39.3
2024-03-25 21:05:27,27.5,38.7
2024-03-25 21:05:47,27.4,38.5
2024-03-30 06:03:35,39.1,20.0
2024-03-30 06:03:55,31.5,25.1
2024-03-30 06:04:15,30.5,27.2
2024-03-30 06:04:35,29.6,29.7
2024-03-30 06:04:55,28.8,32.2
2024-03-30 06:05:15,28.2,34.8
2024-03-30 06:05:35,27.6,37.4
2024-03-30 06:05:55,26.8,35.0
2024-03-30 06:06:15,24.8,32.9
2024-03-30 06:06:35,23.6,34.0
2024-03-30 06:06:55,23.9,36.1
2024-03-30 06:07:15,23.6,36.8
2024-03-30 06:07:35,23.3,37.3
2024-03-30 06:07:55,24.0,39.2
2024-03-30 06:47:41,22.2,37.5
2024-03-30 06:48:01,24.4,42.5
2024-03-30 06:48:21,24.5,42.5
2024-03-30 06:48:41,24.5,42.5
2024-03-30 06:49:01,24.5,42.5
2024-03-30 06:49:21,24.5,42.5
2024-03-30 06:50:42,24.5,39.8
2024-03-30 06:51:02,24.7,42.8
2024-03-30 06:51:22,24.6,42.7
2024-03-30 06:51:42,24.6,42.7
2024-03-30 06:52:02,24.6,42.9
2024-03-30 06:52:22,24.6,43.0
2024-03-30 06:52:42,24.5,43.3
2024-03-30 06:53:02,24.5,43.4
2024-03-30 06:53:22,24.5,43.5
2024-03-30 06:53:42,24.5,43.6
2024-03-30 06:54:02,24.5,43.7
2024-03-30 06:54:22,24.5,43.7
2024-03-30 06:54:42,24.5,43.8
2024-03-30 06:55:02,24.5,43.9
2024-03-30 06:55:22,24.5,43.9
2024-03-30 06:55:42,24.5,44.0
2024-03-30 06:56:02,24.5,44.0
2024-03-30 06:56:22,24.5,44.0
2024-03-30 06:56:42,24.5,44.1
2024-03-30 06:57:02,24.5,44.1
2024-03-30 06:57:22,24.5,44.1
2024-03-30 06:57:42,24.6,44.0
2024-03-30 06:58:02,24.6,43.9
2024-03-30 06:58:22,24.6,43.9
2024-03-30 06:58:42,24.6,43.8
2024-03-30 06:59:02,24.6,43.8
2024-03-30 06:59:22,24.6,43.7
2024-03-30 06:59:42,24.6,43.7
2024-03-30 07:00:02,24.7,43.6
2024-03-30 07:00:22,24.7,43.6
2024-03-30 07:00:42,24.7,43.7
2024-03-30 07:01:02,25.7,51.0
2024-03-30 07:01:22,25.7,51.2
2024-03-30 07:01:42,25.8,50.5
2024-03-30 07:02:02,25.8,49.4
2024-03-30 07:02:22,25.7,49.0
2024-03-30 07:02:42,25.6,48.9
2024-03-30 07:03:02,25.5,48.8
2024-03-30 07:03:22,25.4,49.0
2024-03-30 07:03:42,25.3,49.0
2024-03-30 07:04:02,25.2,49.0
2024-03-30 07:04:22,25.2,49.1
2024-03-30 07:04:42,25.1,49.2
2024-03-30 07:05:02,25.1,49.2
2024-03-30 07:05:22,25.0,49.2
2024-03-30 07:05:42,25.0,49.6
2024-03-30 07:06:02,24.9,49.8
2024-03-30 07:06:22,24.9,49.9
2024-03-30 07:06:42,24.9,49.9
2024-03-30 07:07:02,24.9,50.0
2024-03-30 07:07:22,24.9,50.0
2024-03-30 07:07:42,24.9,50.0
2024-03-30 07:08:02,24.9,50.0
2024-03-30 07:08:22,24.9,50.2
2024-03-30 07:08:42,24.8,50.1
2024-03-30 07:09:02,24.8,50.1
2024-03-30 07:09:22,24.8,50.0
2024-03-30 07:09:42,24.8,49.9
2024-03-30 07:10:02,24.8,50.0
2024-03-30 07:10:22,24.8,50.0
2024-03-30 07:10:42,24.8,50.0
2024-03-30 07:11:02,24.8,50.0
2024-03-30 07:11:22,24.8,49.8
2024-03-30 07:11:42,24.8,49.8
2024-03-30 07:12:02,24.8,49.8
2024-03-30 07:12:22,24.8,49.7
2024-03-30 07:12:42,24.8,49.5
2024-03-30 07:13:02,24.8,49.5
2024-03-30 07:13:22,24.8,49.5
2024-03-30 07:13:42,24.8,49.6
2024-03-30 07:14:02,24.8,49.7
2024-03-30 07:14:22,24.8,49.8
2024-03-30 07:14:42,24.9,49.8
2024-03-30 07:15:02,24.9,49.9
2024-03-30 07:15:22,24.9,49.9
2024-03-30 07:15:42,24.9,49.9
2024-03-30 07:16:02,24.9,49.9
2024-03-30 07:16:22,24.9,50.0
2024-03-30 07:16:42,24.9,50.0
2024-03-30 07:17:02,24.9,50.2
2024-03-30 07:17:22,24.9,50.3
2024-03-30 07:17:42,24.9,50.4
2024-03-30 07:18:02,24.9,50.6
2024-03-30 07:18:22,24.9,50.7
2024-03-30 07:18:42,24.9,50.9
2024-03-30 07:19:02,24.9,51.0
2024-03-30 07:19:22,24.9,51.0
2024-03-30 07:19:42,24.9,51.1
2024-03-30 07:20:02,24.9,51.2
2024-03-30 07:20:22,24.9,51.3
2024-03-30 07:20:42,24.9,51.4
2024-03-30 07:21:02,24.9,51.5
2024-03-30 07:21:22,24.9,51.6
2024-03-30 07:21:42,24.9,51.7
2024-03-30 07:22:02,24.9,51.9
2024-03-30 07:22:22,24.9,52.0
2024-03-30 07:22:42,24.9,52.2
2024-03-30 07:23:02,24.9,52.3
2024-03-30 07:23:22,24.9,52.4
2024-03-30 07:23:42,24.9,52.6
2024-03-30 07:24:02,24.9,52.7
2024-03-30 07:24:22,24.9,52.8
2024-03-30 07:24:42,24.9,52.9
2024-03-30 07:25:02,24.9,53.0
2024-03-30 07:25:22,24.9,53.1
2024-03-30 07:25:42,24.9,53.2
2024-03-30 07:26:02,24.9,53.3
2024-03-30 07:26:22,25.0,53.4
2024-03-30 07:26:42,25.0,53.5
2024-03-30 07:27:02,25.0,53.5
2024-03-30 07:27:22,25.0,53.6
2024-03-30 07:27:42,24.9,53.6
2024-03-30 07:28:02,25.0,53.7
2024-03-30 07:28:22,25.0,53.8
2024-03-30 07:28:42,25.0,54.0
2024-03-30 07:29:02,25.0,54.1
2024-03-30 07:29:22,25.0,54.2
2024-03-30 07:29:42,25.0,54.3
2024-03-30 07:30:02,25.0,54.4
2024-03-30 07:30:22,25.0,54.4
2024-03-30 07:30:42,25.0,54.5
2024-03-30 07:31:02,25.0,54.6
2024-03-30 07:31:22,25.0,54.6
2024-03-30 07:31:42,25.0,54.7
2024-03-30 07:32:02,25.0,54.7
2024-03-30 07:32:22,25.0,54.8
2024-03-30 07:32:42,25.0,54.9
2024-03-30 07:33:02,25.0,55.0
2024-03-30 07:33:22,25.0,55.1
2024-03-30 07:33:42,25.0,55.1
2024-03-30 07:34:02,25.0,55.2
2024-03-30 07:34:22,25.0,55.3
2024-03-30 07:34:42,25.0,55.4
2024-03-30 07:35:02,25.0,55.4
2024-03-30 07:35:22,25.0,55.4
2024-03-30 07:35:42,25.0,55.5
2024-03-30 07:36:02,25.0,55.6
2024-03-30 07:36:22,25.0,55.7
2024-03-30 07:36:42,25.0,55.8
2024-03-30 07:37:02,25.0,55.8
2024-03-30 07:37:22,25.0,55.9
2024-03-30 07:37:42,25.0,56.0
2024-03-30 07:38:02,25.0,56.0
2024-03-30 07:38:22,25.0,56.1
2024-03-30 07:38:42,25.0,56.2
2024-03-30 07:39:02,25.0,56.3
2024-03-30 07:39:22,25.0,56.4
2024-03-30 07:39:42,25.0,56.5
2024-03-30 07:40:02,25.0,56.5
2024-03-30 07:40:22,25.0,56.6
2024-03-30 07:40:42,25.0,56.6
2024-03-30 07:41:02,25.0,56.7
2024-03-30 07:41:22,25.0,56.7
2024-03-30 07:41:42,25.0,56.8
2024-03-30 07:42:02,25.1,56.8
2024-03-30 07:42:22,25.0,56.9
2024-03-30 07:42:42,25.0,56.9
2024-03-30 07:43:02,25.0,57.0
2024-03-30 07:43:22,25.0,57.1
2024-03-30 07:43:42,25.0,57.1
2024-03-30 07:44:02,25.0,57.1
2024-03-30 07:44:22,25.0,57.1
2024-03-30 07:44:42,25.0,57.1
2024-03-30 07:45:02,25.0,57.1
2024-03-30 07:45:22,25.0,57.2
2024-03-30 07:45:42,25.1,57.3
2024-03-30 07:46:02,25.1,57.3
2024-03-30 07:46:22,25.1,57.3
2024-03-30 07:46:42,25.1,57.4
2024-03-30 07:47:02,25.1,57.4
2024-03-30 07:47:22,25.1,57.5
2024-03-30 07:47:42,25.1,57.5
2024-03-30 07:48:02,25.1,57.6
2024-03-30 07:48:22,25.1,57.7
2024-03-30 07:48:42,25.1,57.7
2024-03-30 07:49:02,25.1,57.6
2024-03-30 07:49:22,25.1,57.7
2024-03-30 07:49:42,25.1,57.7
2024-03-30 07:50:02,25.1,57.7
2024-03-30 07:50:22,25.1,57.7
2024-03-30 07:50:42,25.1,57.8
2024-03-30 07:51:02,25.1,57.8
2024-03-30 07:51:22,25.1,57.9
2024-03-30 07:51:42,25.1,57.8
2024-03-30 07:52:02,25.1,57.8
2024-03-30 07:52:22,25.1,57.8
2024-03-30 07:52:42,25.1,57.8
2024-03-30 07:53:02,25.1,57.9
2024-03-30 07:53:22,25.1,57.8
2024-03-30 07:53:42,25.1,57.9
2024-03-30 07:54:02,25.1,57.9
2024-03-30 07:54:22,25.1,57.9
2024-03-30 07:54:42,25.1,57.9
2024-03-30 07:55:02,25.1,57.9
2024-03-30 07:55:22,25.1,58.0
2024-03-30 07:55:42,25.1,58.0
2024-03-30 07:56:02,25.1,58.0
2024-03-30 07:56:22,25.1,58.0
2024-03-30 07:56:42,25.1,58.0
2024-03-30 07:57:02,25.1,58.0
2024-03-30 07:57:22,25.1,58.0
2024-03-30 07:57:42,25.1,58.0
2024-03-30 07:58:02,25.1,58.0
2024-03-30 07:58:22,25.1,58.0
2024-03-30 07:58:42,25.1,58.1
2024-03-30 07:59:02,25.1,58.1
2024-03-30 07:59:22,25.1,58.1
2024-03-30 07:59:42,25.1,58.1
2024-03-30 08:00:02,25.1,58.2
2024-03-30 08:00:22,25.1,58.2
2024-03-30 08:00:42,25.1,58.2
2024-03-30 08:01:02,25.1,58.3
2024-03-30 08:01:22,25.1,58.3
2024-03-30 08:01:44,25.1,58.3
2024-03-30 08:02:02,25.1,58.3
2024-03-30 08:02:22,25.1,58.3
2024-03-30 08:02:42,25.1,58.2
2024-03-30 08:03:02,25.1,58.3
2024-03-30 08:03:22,25.1,58.3
2024-03-30 08:03:42,25.1,58.3
2024-03-30 08:04:02,25.1,58.3
2024-03-30 08:04:22,25.1,58.3
2024-03-30 08:04:42,25.1,58.4
2024-03-30 08:05:02,25.1,58.4
2024-03-30 08:05:22,25.1,58.4
2024-03-30 08:05:42,25.1,58.5
2024-03-30 08:06:02,25.1,58.5
2024-03-30 08:06:22,25.1,58.6
2024-03-30 08:06:42,25.1,58.6
2024-03-30 08:07:02,25.1,58.6
2024-03-30 08:07:22,25.1,58.6
2024-03-30 08:07:42,25.1,58.6
2024-03-30 08:08:02,25.1,58.6
2024-03-30 08:08:22,25.1,58.6
2024-03-30 08:08:42,25.1,58.6
2024-03-30 08:09:02,25.1,58.6
2024-03-30 08:09:22,25.1,58.6
2024-03-30 08:09:42,25.1,58.7
2024-03-30 08:10:02,25.1,59.5
2024-03-30 08:10:22,25.1,58.7
2024-03-30 08:10:42,25.1,58.7
2024-03-30 08:11:02,25.0,58.8
2024-03-30 08:11:22,25.1,58.9
2024-03-30 08:11:42,25.1,58.9
2024-03-30 08:12:02,25.1,59.0
2024-03-30 08:12:22,25.1,59.1
2024-03-30 08:12:42,25.1,59.2
2024-03-30 08:13:02,25.1,59.3
2024-03-30 08:13:22,25.1,59.3
2024-03-30 08:13:42,25.1,59.4
2024-03-30 08:14:02,25.1,59.4
2024-03-30 08:14:22,25.1,59.4
2024-03-30 08:14:42,25.1,59.5
2024-03-30 08:15:02,25.1,59.5
2024-03-30 08:15:22,25.1,59.6
2024-03-30 08:15:42,25.1,59.6
2024-03-30 08:16:02,25.1,59.6
2024-03-30 08:16:22,25.1,59.7
2024-03-30 08:16:42,25.1,59.6
2024-03-30 08:17:02,25.1,59.7
2024-03-30 08:17:22,25.1,59.7
2024-03-30 08:17:42,25.1,59.6
2024-03-30 08:18:02,25.1,59.5
2024-03-30 08:18:22,25.1,59.6
2024-03-30 08:18:42,25.1,59.7
2024-03-30 08:19:02,25.1,59.8
2024-03-30 08:19:22,25.1,59.8
2024-03-30 08:19:42,25.1,59.8
2024-03-30 08:20:02,25.1,59.8
2024-03-30 08:20:22,25.1,59.8
2024-03-30 08:20:42,25.1,59.8
2024-03-30 08:21:02,25.1,59.8
2024-03-30 08:21:22,25.1,59.7
2024-03-30 08:21:42,25.1,59.8
2024-03-30 08:22:02,25.1,59.8
2024-03-30 08:22:22,25.1,59.8
2024-03-30 08:22:42,25.1,59.8
2024-03-30 08:23:02,25.1,59.8
2024-03-30 08:23:22,25.1,59.8
2024-03-30 08:23:42,25.1,59.8
2024-03-30 08:24:02,25.1,59.8
2024-03-30 08:24:22,25.1,59.8
2024-03-30 08:24:42,25.1,59.9
2024-03-30 08:25:02,25.1,59.9
2024-03-30 08:25:22,25.1,59.9
2024-03-30 08:25:42,25.1,59.9
2024-03-30 08:26:02,25.1,60.0
2024-03-30 08:26:22,25.2,60.0
2024-03-30 08:26:42,25.2,60.1
2024-03-30 08:27:02,25.2,60.1
2024-03-30 08:27:22,25.2,60.1
2024-03-30 08:27:42,25.2,60.1
2024-03-30 08:28:02,25.2,60.1
2024-03-30 08:28:22,25.2,60.1
2024-03-30 08:28:42,25.2,60.1
2024-03-30 08:29:02,25.2,60.0
2024-03-30 08:29:22,25.2,60.0
2024-03-30 08:29:42,25.2,60.0
2024-03-30 08:30:02,25.2,60.0
2024-03-30 08:30:22,25.2,60.0
2024-03-30 08:30:42,25.2,60.0
2024-03-30 08:31:02,25.2,60.0
2024-03-30 08:31:22,25.2,60.0
2024-03-30 08:31:42,25.2,60.0
2024-03-30 08:32:02,25.2,60.0
2024-03-30 08:32:22,25.2,60.0
2024-03-30 08:32:45,25.2,60.0
2024-03-30 08:33:02,25.2,60.1
2024-03-30 08:33:22,25.2,60.2
2024-03-30 08:33:42,25.2,60.2
2024-03-30 08:34:02,25.2,60.2
2024-03-30 08:34:22,25.2,60.2
2024-03-30 08:34:42,25.2,60.2
2024-03-30 08:35:02,25.2,60.2
2024-03-30 08:35:22,25.2,60.2
2024-03-30 08:35:42,25.2,60.3
2024-03-30 08:36:02,25.2,60.3
2024-03-30 08:36:22,25.2,60.4
2024-03-30 08:36:42,25.2,60.4
2024-03-30 08:37:02,25.2,60.5
2024-03-30 08:37:22,25.2,60.5
2024-03-30 08:37:42,25.2,60.5
2024-03-30 08:38:02,25.2,60.5
2024-03-30 08:38:44,25.2,60.5
2024-03-30 08:38:44,25.2,60.5
2024-03-30 08:39:02,25.2,60.6
2024-03-30 08:39:22,25.2,60.6
2024-03-30 08:39:42,25.2,60.6
2024-03-30 08:40:02,25.2,60.6
2024-03-30 08:40:22,25.2,60.7
2024-03-30 08:40:42,25.2,60.7
2024-03-30 08:41:02,25.2,60.7
2024-03-30 08:41:22,25.2,60.8
2024-03-30 08:41:42,25.2,60.8
2024-03-30 08:42:02,25.2,60.8
2024-03-30 08:42:22,25.2,60.8
2024-03-30 08:42:42,25.2,60.8
2024-03-30 08:43:02,25.2,60.8
2024-03-30 08:43:22,25.2,60.8
2024-03-30 08:43:42,25.2,60.9
2024-03-30 08:44:02,25.2,60.9
2024-03-30 08:44:22,25.2,60.8
2024-03-30 08:44:42,25.2,60.8
2024-03-30 08:45:02,25.2,60.8
2024-03-30 08:45:22,25.2,60.8
2024-03-30 08:45:42,25.2,60.8
2024-03-30 08:46:02,25.2,60.7
2024-03-30 08:46:22,25.2,60.7
2024-03-30 08:46:42,25.2,60.6
2024-03-30 08:47:02,25.2,60.7
2024-03-30 08:47:22,25.2,60.7
2024-03-30 08:47:42,25.2,60.7
2024-03-30 08:48:02,25.2,60.6
2024-03-30 08:48:22,25.2,60.6
2024-03-30 08:48:42,25.2,60.6
2024-03-30 08:49:02,25.2,60.6
2024-03-30 08:49:22,25.2,60.6
2024-03-30 08:49:42,25.2,60.6
2024-03-30 08:50:02,25.2,60.6
2024-03-30 08:50:22,25.2,60.6
2024-03-30 08:50:42,25.2,60.7
2024-03-30 08:51:02,25.2,60.7
2024-03-30 08:51:22,25.2,60.6
2024-03-30 08:51:42,25.2,60.6
2024-03-30 08:52:02,25.2,60.5
2024-03-30 08:52:22,25.2,60.5
2024-03-30 08:52:42,25.2,60.5
2024-03-30 08:53:02,25.2,60.6
2024-03-30 08:53:22,25.2,60.5
2024-03-30 08:53:42,25.2,60.5
2024-03-30 08:54:02,25.2,60.5
2024-03-30 08:54:22,25.2,60.5
2024-03-30 08:54:42,25.2,60.5
2024-03-30 08:55:02,25.2,60.4
2024-03-30 08:55:22,25.2,60.4
2024-03-30 08:55:42,25.2,60.5
2024-03-30 08:56:02,25.2,60.5
2024-03-30 08:56:22,25.2,60.5
2024-03-30 08:56:42,25.2,60.5
2024-03-30 08:57:02,25.2,60.5
2024-03-30 08:57:22,25.2,60.5
2024-03-30 08:57:42,25.2,60.5
2024-03-30 08:58:02,25.2,60.5
2024-03-30 08:58:22,25.2,60.5
2024-03-30 08:58:42,25.2,60.5
2024-03-30 08:59:02,25.2,60.6
2024-03-30 08:59:22,25.2,60.6
2024-03-30 08:59:42,25.2,60.6
2024-03-30 09:00:02,25.2,60.6
2024-03-30 09:00:22,25.2,60.6
2024-03-30 09:00:42,25.2,60.6
2024-03-30 09:01:02,25.2,60.6
2024-03-30 09:01:22,25.2,60.6
2024-03-30 09:01:42,25.2,60.6
2024-03-30 09:02:02,25.2,60.6
2024-03-30 09:02:22,25.2,60.6
2024-03-30 09:02:42,25.2,60.7
2024-03-30 09:03:02,25.2,60.6
2024-03-30 09:03:22,25.2,60.7
2024-03-30 09:03:42,25.2,60.7
2024-03-30 09:04:02,25.2,60.7
2024-03-30 09:04:22,25.2,60.7
2024-03-30 09:04:42,25.2,60.7
2024-03-30 09:05:02,25.2,60.7
2024-03-30 09:05:22,25.2,60.6
2024-03-30 09:05:42,25.2,60.7
2024-03-30 09:06:02,25.2,60.7
2024-03-30 09:06:22,25.2,60.7
2024-03-30 09:06:42,25.2,60.7
2024-03-30 09:07:02,25.2,60.7
2024-03-30 09:07:22,25.2,60.7
2024-03-30 09:07:42,25.2,60.7
2024-03-30 09:08:02,25.3,60.6
2024-03-30 09:08:22,25.3,60.6
2024-03-30 09:08:42,25.2,60.7
2024-03-30 09:09:02,25.2,60.7
2024-03-30 09:09:22,25.2,60.7
2024-03-30 09:09:42,25.2,60.7
2024-03-30 09:10:02,25.2,59.8
2024-03-30 09:10:22,25.2,60.7
2024-03-30 09:10:42,25.2,60.7
2024-03-30 09:11:02,25.3,60.6
2024-03-30 09:11:22,25.3,60.7
2024-03-30 09:11:42,25.3,60.7
2024-03-30 09:12:02,25.3,60.7
2024-03-30 09:12:22,25.3,60.6
2024-03-30 09:12:42,25.3,60.6
2024-03-30 09:13:02,25.3,60.6
2024-03-30 09:13:22,25.3,60.6
2024-03-30 09:13:42,25.3,60.6
2024-03-30 09:14:02,25.3,60.6
2024-03-30 09:14:22,25.2,60.7
2024-03-30 09:14:42,25.3,60.7
2024-03-30 09:15:02,25.3,60.6
2024-03-30 09:15:22,25.3,60.6
2024-03-30 09:15:42,25.2,60.7
2024-03-30 09:16:02,25.2,60.7
2024-03-30 09:16:22,25.2,60.7
2024-03-30 09:16:42,25.3,60.6
2024-03-30 09:17:02,25.3,60.6
2024-03-30 09:17:22,25.3,60.7
2024-03-30 09:17:42,25.3,60.6
2024-03-30 09:18:02,25.3,60.6
2024-03-30 09:18:22,25.3,60.6
2024-03-30 09:18:42,25.3,60.6
2024-03-30 09:19:02,25.3,60.6
2024-03-30 09:19:22,25.3,60.5
2024-03-30 09:19:42,25.3,60.5
2024-03-30 09:20:02,25.3,60.5
2024-03-30 09:20:22,25.2,60.6
2024-03-30 09:20:42,25.3,60.5
2024-03-30 09:21:02,25.2,60.6
2024-03-30 09:21:22,25.3,60.5
2024-03-30 09:21:42,25.2,60.6
